ticker,date,gics_sub_industry,embedding_peers,benchmark_peers,embedding_peer_corr,benchmark_peer_corr,corr_diff
A,2011-10-31,Life Sciences Tools & Services,AMP|WYNN|RJF|FITB|PFG,WAT|CRL|DHR|MTD|TMO,0.9208402815370287,0.9150503340250437,0.0057899475119850274
PNR,2015-06-30,Industrial Machinery & Supplies & Components,MET|PRU|RF|FITB|UHS,IEX|XYL|PH|DOV|ITW,0.37620658248633243,0.8417628568585728,-0.46555627437224034
PNW,2015-06-30,Multi-Utilities,LNT|EIX|WEC|ES|EVRG,ED|NEE|CNP|PCG|D,0.9076479173413968,0.9045706721843574,0.0030772451570394432
PODD,2015-06-30,Health Care Equipment,BIIB|DECK|AMD|DHI|WDAY,ZBH|BSX|IDXX|BAX|STE,0.4268932798959042,0.6674809735890399,-0.2405876936931357
PPG,2015-06-30,Specialty Chemicals,RVTY|ACN|KKR|ECL|CCI,SHW|LYB|DD|IFF|ECL,0.6006078299964067,0.8528731399524765,-0.25226530995606977
PPL,2015-06-30,Electric Utilities,ETR|PCG|IVZ|AEP|FE,SO|ETR|AEP|PEG|EVRG,0.8388338745607075,0.8909116820199038,-0.052077807459196324
PTC,2015-06-30,Application Software,YUM|MDLZ|AVY|GPN|ROK,WDAY|TRMB|ADSK|CRM|ADBE,-0.057859737496758455,-0.030273363778046226,-0.02758637371871223
QCOM,2015-06-30,Semiconductors,PSKY|KLAC|PEG|INTC|EXC,NVDA|ON|MU|MCHP|INTC,0.46614931948516175,0.3595015228802065,0.10664779660495527
RCL,2015-06-30,"Hotels, Resorts & Cruise Lines",BIIB|DHI|MPC|VLO|PHM,MAR|HLT|CCL|EXPE|NCLH,0.5169767185177955,0.899920694917336,-0.3829439763995405
REGN,2015-06-30,Biotechnology,FIX|CSGP|PANW|TSCO|EA,GILD|VRTX|AMGN|INCY|BIIB,0.4776649368068693,0.7164324903011305,-0.23876755349426126
RMD,2015-06-30,Health Care Equipment,IDXX|GNRC|HII|PKG|LUV,BSX|DXCM|IDXX|ABT|MDT,0.3422675023987851,0.48577726472958704,-0.14350976233080193
RTX,2015-06-30,Aerospace & Defense,SO|NEE|ED|BRK-B|DUK,GE|HII|LHX|GD|TDG,0.3275949174426548,0.5686669062318314,-0.24107198878917657
RVTY,2015-06-30,Health Care Equipment,ACN|PPG|ECL|PNC|AMT,ISRG|ZBH|ABT|DXCM|STE,0.6717242740611183,0.4774336448929197,0.19429062916819867
SHW,2015-06-30,Specialty Chemicals,NDAQ|STZ|KDP|PAYX|ADP,LYB|DD|ECL|IFF|PPG,0.18951813160382855,0.3708714465857356,-0.18135331498190707
SJM,2015-06-30,Packaged Foods & Meats,DUK|ED|PPL|EXR|RTX,TSN|CAG|GIS|MKC|HSY,0.49374546337032793,0.8101055820144096,-0.3163601186440817
SNA,2015-06-30,Industrial Machinery & Supplies & Components,SNPS|ACN|DIS|SWK|RJF,PNR|GWW|DOV|XYL|NDSN,0.7833255871985794,0.7064411144016792,0.07688447279690014
SNPS,2015-06-30,Application Software,SNA|ABT|SWK|EG|ACN,CDNS|CRM|ORCL|TYL|WDAY,0.3287451172375129,0.6826956262242072,-0.35395050898669433
SO,2015-06-30,Electric Utilities,RTX|KO|JNJ|HON|DVA,PEG|PPL|ES|WEC|DUK,0.14885576582869298,0.89838908883584,-0.749533323007147
SPGI,2015-06-30,Financial Exchanges & Data,BLK|STZ|CBRE|ALLE|MDT,ICE|NDAQ|MCO|CME|FDS,0.4309593857037059,0.6601479095572214,-0.22918852385351546
SRE,2015-06-30,Multi-Utilities,ES|PCG|ATO|APD|AWK,NI|D|PNW|DTE|CMS,0.8654273648812721,0.7889493075753586,0.0764780573059135
STE,2015-06-30,Health Care Equipment,MAR|EQR|ZBH|HLT|APD,ZBH|ABT|ISRG|MDT|RVTY,0.6277410832188269,0.6189396187299968,0.008801464488830124
STT,2015-06-30,Asset Management & Custody Banks,MCO|MS|C|MA|XYL,KKR|ARES|NTRS|BX|BLK,0.6865186334511237,0.6709810487749983,0.015537584676125427
SWK,2015-06-30,Industrial Machinery & Supplies & Components,SNPS|NTRS|SNA|DIS|GS,GWW|PH|HUBB|ITW|SNA,0.5647451702163272,0.6455040991969057,-0.08075892898057846
SWKS,2015-06-30,Semiconductors,INCY|AVGO|NXPI|PANW|SW,AVGO|NVDA|QCOM|TXN|MPWR,0.8709500326026699,0.875373116815144,-0.00442308421247406
SYK,2015-06-30,Health Care Equipment,ABT|HSIC|AON|GD|EG,BSX|ISRG|IDXX|ABT|RVTY,0.29563143221164445,0.037401302501236085,0.2582301297104084
TDG,2015-06-30,Aerospace & Defense,VRSK|HRL|RSG|EFX|KMB,GD|RTX|HII|LMT|AXON,0.6103838352060281,0.5561815236844724,0.054202311521555746
TECH,2015-06-30,Life Sciences Tools & Services,WY|HSIC|AMT|CPT|ECL,WAT|DHR|MTD|A|IQV,0.35264110659095177,0.540701448993484,-0.18806034240253228
TFC,2015-06-30,Diversified Banks,IEX|MOS|PNC|RJF|USB,USB|PNC|BAC|WFC|JPM,0.7429193408384391,0.8075309084819209,-0.06461156764348175
TMO,2015-06-30,Life Sciences Tools & Services,BDX|CCI|BA|NOC|HD,TECH|IQV|MTD|DHR|WAT,0.6967816599640108,0.8216338360046433,-0.12485217604063259
TPL,2015-06-30,Oil & Gas Exploration & Production,FANG|TRGP|COHR|MNST|PODD,OXY|EQT|COP|FANG|DVN,0.48083977269829653,0.15284756848755957,0.32799220421073694
TRMB,2015-06-30,Application Software,GRMN|RL|EOG|PSX|MCHP,ADSK|ADBE|CDNS|INTU|WDAY,0.5705389229142043,0.43216396588752254,0.13837495702668173
TROW,2015-06-30,Asset Management & Custody Banks,GWW|L|LIN|TECH|CPB,APO|NTRS|IVZ|BLK|BEN,0.7154520792298154,0.8576238157859335,-0.14217173655611814
TRV,2015-06-30,Property & Casualty Insurance,HSY|MMM|ALL|ITW|CB,CB|WRB|CINF|HIG|ACGL,0.6169352195911485,0.723123112034798,-0.10618789244364946
TSN,2015-06-30,Packaged Foods & Meats,DD|ADBE|MS|CF|OXY,HSY|CPB|MKC|GIS|HRL,0.5303958926355816,0.8492430947322765,-0.3188472020966949
TT,2015-06-30,Building Products,NVR|HRL|LHX|LII|HON,JCI|ALLE|BLDR|MAS|AOS,0.2180796060016904,0.048704517214703785,0.16937508878698662
TXN,2015-06-30,Semiconductors,HLT|APD|MAR|IP|IFF,SWKS|AMD|ADI|NXPI|INTC,0.492327636925246,0.7897197943134411,-0.2973921573881951
TXT,2015-06-30,Aerospace & Defense,TAP|MCHP|F|BKNG|BALL,AXON|BA|LMT|GD|GE,0.7751074964168249,0.5815264071049288,0.1935810893118961
TYL,2015-06-30,Application Software,FICO|TSCO|EA|PSX|WSM,FICO|INTU|ADBE|CDNS|ORCL,0.49858932923837407,0.544164305007366,-0.04557497576899194
USB,2015-06-30,Diversified Banks,AFL|PGR|HIG|TFC|PNC,PNC|JPM|TFC|WFC|C,0.7868229579552936,0.7568304512548777,0.029992506700415866
V,2015-06-30,Transaction & Payment Processing Services,EBAY|INTU|CSCO|IT|EL,FISV|MA|CPAY|GPN|JKHY,0.47109135774901323,0.5838401916758668,-0.11274883392685353
VRTX,2015-06-30,Biotechnology,SW|MLM|STLD|MPWR|URI,INCY|GILD|ABBV|AMGN|REGN,0.4444773204723828,0.567219469931721,-0.1227421494593382
VTRS,2015-06-30,Pharmaceuticals,HUM|TTWO|TER|MSFT|AMZN,ZTS|MRK|JNJ|BMY|PFE,0.2749698734950804,0.44180699248915617,-0.16683711899407577
WAT,2015-06-30,Life Sciences Tools & Services,NI|EBAY|CTAS|CSCO|BG,TECH|A|TMO|DHR|IQV,0.556764441596659,0.8403275852931933,-0.28356314369653424
WDAY,2015-06-30,Application Software,URI|NOW|DAL|AMAT|NRG,FICO|CDNS|INTU|CRM|PTC,0.5462150426153308,0.5479099958027532,-0.00169495318742241
WEC,2015-06-30,Electric Utilities,IFF|EIX|ZBH|CMS|CDW,DUK|LNT|EIX|ETR|SO,0.7931060408456626,0.9141089212458836,-0.121002880400221
WFC,2015-06-30,Diversified Banks,CPB|PNC|ACN|EG|IEX,USB|PNC|BAC|JPM|TFC,0.8070041141354334,0.9264696280669227,-0.1194655139314893
WRB,2015-06-30,Property & Casualty Insurance,BAX|FISV|PGR|HIG|MTD,ACGL|PGR|CINF|ALL|CB,0.4887803722053922,0.761873569841296,-0.27309319763590373
XEL,2015-06-30,Multi-Utilities,DTE|BLK|LNT|ZBH|NEE,CMS|NI|ED|CNP|DTE,0.8506954753457265,0.9228979746188112,-0.07220249927308464
XYL,2015-06-30,Industrial Machinery & Supplies & Components,AME|KEY|STT|MS|ADBE,GWW|NDSN|HUBB|SWK|PNR,0.5734312531768653,0.7213580315525426,-0.14792677837567736
ZBH,2015-06-30,Health Care Equipment,BLK|DTE|WEC|XEL|PNW,DXCM|ABT|PODD|BSX|BDX,0.33650915390223507,0.44435237978440195,-0.10784322588216688
ZTS,2015-06-30,Pharmaceuticals,CI|LULU|HCA|UHS|LLY,LLY|BMY|PFE|MRK|VTRS,0.32470475497482265,0.19201588215702847,0.13268887281779418
A,2019-06-28,Life Sciences Tools & Services,WAT|MMM|LOW|PNR|HCA,TECH|CRL|DHR|WAT|MTD,0.3650977411163803,0.7131809760557262,-0.34808323493934584
AAPL,2019-06-28,"Technology Hardware, Storage & Peripherals",MSFT|AMZN|BA|BAC|BKNG,HPQ|SMCI|NTAP|STX|WDC,0.25083724326743445,0.5707263342966361,-0.31988909102920166
ABBV,2019-06-28,Biotechnology,CAG|CRM|CCL|BMY|TRGP,VRTX|REGN|GILD|INCY|AMGN,0.41388335434403123,0.5121255976789612,-0.09824224333492992
ABT,2019-06-28,Health Care Equipment,DOV|SYK|DHR|APH|COST,STE|SYK|BAX|RVTY|PODD,0.14982319549306267,0.5536575395800645,-0.4038343440870018
ACGL,2019-06-28,Property & Casualty Insurance,APD|WM|ETR|AFL|BRO,WRB|HIG|CB|ALL|TRV,0.2642868981465311,0.45326167943826223,-0.18897478129173112
ADBE,2019-06-28,Application Software,LRCX|KKR|AMAT|TXN|MCHP,WDAY|TYL|SNPS|INTU|TRMB,0.5037983998315165,0.9059958245310996,-0.4021974246995831
ADI,2019-06-28,Semiconductors,GM|LYB|TXT|NWSA|BKNG,SWKS|INTC|NXPI|QCOM|MU,0.5788223819136809,0.8537219024312855,-0.2748995205176047
ADSK,2019-06-28,Application Software,NOW|TPL|WDAY|DHI|GDDY,FICO|WDAY|CDNS|ADBE|TRMB,0.8065634554101266,0.8463423281709523,-0.0397788727608257
AEE,2019-06-28,Multi-Utilities,DTE|CCI|CMS|ESS|LNT,SRE|PCG|ED|CNP|PNW,0.7824445536805273,0.7350190245745394,0.04742552910598796
AEP,2019-06-28,Electric Utilities,CMS|ES|XEL|NEE|WEC,SO|PPL|FE|ES|WEC,0.9137888247414324,0.8978083183807618,0.01598050636067061
ALB,2019-06-28,Specialty Chemicals,RL|ISRG|SWKS|HAL|FDX,LYB|PPG|DD|IFF|ECL,0.2720429067129865,0.6060011355641113,-0.3339582288511248
ALL,2019-06-28,Property & Casualty Insurance,INVH|AFL|USB|LNT|SPGI,ACGL|HIG|CB|WRB|CINF,0.5287538259597627,0.86823966031014,-0.33948583435037727
ALLE,2019-06-28,Building Products,APD|ACGL|PLD|LIN|TEL,AOS|TT|BLDR|MAS|JCI,0.48996323231507444,0.31880792133342134,0.1711553109816531
AMD,2019-06-28,Semiconductors,CVNA|TTD|XYZ|BIIB|ALGN,MCHP|QCOM|NXPI|SWKS|FSLR,0.6855415661510136,0.43266938119528026,0.2528721849557333
AMGN,2019-06-28,Biotechnology,BAX|EXPD|EMR|FTV|XOM,INCY|ABBV|REGN|VRTX|GILD,-0.07304200041840592,0.6827710788176975,-0.7558130792361034
AMP,2019-06-28,Asset Management & Custody Banks,PHM|ARES|LHX|NVR|RJF,BK|BLK|BEN|STT|APO,0.04195951117185302,0.514775611707986,-0.472816100536133
AOS,2019-06-28,Building Products,DE|GEN|NUE|CRL|MMM,BLDR|MAS|LII|ALLE|JCI,0.38347091381730297,0.6678733260144002,-0.2844024121970972
APA,2019-06-28,Oil & Gas Exploration & Production,SWKS|DVN|ALB|GEN|ISRG,EOG|OXY|EQT|DVN|CTRA,0.5027435066530079,0.7741227537565806,-0.27137924710357264
APO,2019-06-28,Asset Management & Custody Banks,IDXX|CSGP|TER|MLM|BX,IVZ|STT|BK|ARES|NTRS,0.49011090309831384,0.3758116424414975,0.11429926065681634
ARES,2019-06-28,Asset Management & Custody Banks,AMP|MA|PHM|LHX|MSCI,BEN|NTRS|STT|KKR|IVZ,0.4390108106003851,0.44521429076132024,-0.0062034801609351375
AVGO,2019-06-28,Semiconductors,KLAC|MPWR|WAB|RL|SWKS,NVDA|QCOM|FSLR|MPWR|INTC,0.707372078433618,0.7303273655955903,-0.02295528716197226
AXON,2019-06-28,Aerospace & Defense,ALGN|ADSK|WDAY|TTWO|TPL,BA|LMT|HWM|HII|GE,0.3507930531484171,0.46692224390719383,-0.11612919075877676
BA,2019-06-28,Aerospace & Defense,INTU|COP|VRTX|HPE|IP,AXON|GE|TDG|TXT|NOC,0.04785921941537241,-0.11291291063694518,0.1607721300523176
BAC,2019-06-28,Diversified Banks,GILD|GS|ROST|WFC|C,TFC|JPM|WFC|PNC|C,0.7543982593773069,0.8824241518355757,-0.1280258924582688
BAX,2019-06-28,Health Care Equipment,AMGN|AVY|EXPD|CBRE|SYK,ZBH|MDT|BDX|IDXX|STE,0.06853006267814298,0.06874225841781478,-0.00021219573967180827
BDX,2019-06-28,Health Care Equipment,CVX|PPL|TJX|ADM|CHRW,PODD|STE|RMD|BAX|SYK,0.10254368468734605,0.6610205156309372,-0.5584768309435911
BEN,2019-06-28,Asset Management & Custody Banks,ROST|GILD|ITW|PCAR|DAL,BLK|APO|BK|BX|AMP,0.4504329725673406,0.3472703622610353,0.1031626103063053
BIIB,2019-06-28,Biotechnology,GE|NFLX|EA|LULU|COHR,INCY|ABBV|AMGN|REGN|VRTX,0.254188062814065,0.5844073853727806,-0.3302193225587156
BK,2019-06-28,Asset Management & Custody Banks,IRM|ADM|CLX|CHRW|CTSH,IVZ|BX|TROW|STT|NTRS,0.010578805052250898,0.6286120326642276,-0.6180332276119767
BKNG,2019-06-28,"Hotels, Resorts & Cruise Lines",GM|GS|TXN|MAR|HUBB,CCL|EXPE|NCLH|HLT|MAR,0.3793823223950651,0.47463792621540624,-0.09525560382034115
BLDR,2019-06-28,Building Products,URI|TER|NXPI|FSLR|SW,JCI|MAS|LII|TT|AOS,0.4597836552925554,0.7044698186361857,-0.24468616334363036
BLK,2019-06-28,Asset Management & Custody Banks,MAR|GS|HBAN|GD|TROW,AMP|BK|KKR|IVZ|TROW,0.6611961683513414,0.7244324816320586,-0.06323631328071722
BMY,2019-06-28,Pharmaceuticals,TRGP|LEN|SCHW|NCLH|IBKR,VTRS|JNJ|LLY|PFE|MRK,0.09553710078645834,0.43871551822290455,-0.3431784174364462
BSX,2019-06-28,Health Care Equipment,HII|J|EBAY|MAR|NDSN,MDT|DXCM|BAX|IDXX|SYK,-0.1979807786492801,0.6377013427485845,-0.8356821213978646
BX,2019-06-28,Asset Management & Custody Banks,IDXX|APO|PFG|TEL|MSCI,BK|STT|ARES|KKR|BLK,0.6161509445642623,0.5605514245438307,0.05559952002043167
C,2019-06-28,Diversified Banks,BLK|KEY|HBAN|PFG|RF,USB|BAC|JPM|WFC|PNC,0.7454189998479291,0.78462051889282,-0.03920151904489089
CAG,2019-06-28,Packaged Foods & Meats,CRM|LRCX|ABBV|TRGP|BMY,SJM|HRL|KHC|TSN|MDLZ,-0.12433695018360762,0.6490287230727337,-0.7733656732563413
CB,2019-06-28,Property & Casualty Insurance,TRV|PEP|EXR|CL|ED,ACGL|WRB|ALL|HIG|CINF,0.44920205331594343,0.7064380238213461,-0.2572359705054027
CBOE,2019-06-28,Financial Exchanges & Data,EG|TMUS|AMCR|PAYX|TYL,SPGI|FDS|ICE|MSCI|NDAQ,0.13577761804756835,0.5950916621210434,-0.459314044073475
CCL,2019-06-28,"Hotels, Resorts & Cruise Lines",SCHW|LEN|NCLH|BMY|SJM,MAR|BKNG|EXPE|HLT|NCLH,0.1748111716295037,0.5988200637986731,-0.4240088921691695
CDNS,2019-06-28,Application Software,TDG|SNPS|UAL|TECH|DLTR,ADBE|ADSK|CRM|FICO|WDAY,0.6710232283940192,0.5798309480511472,0.09119228034287197
CINF,2019-06-28,Property & Casualty Insurance,TT|HSY|SBAC|LMT|AWK,PGR|ALL|HIG|TRV|WRB,0.3472235876657678,0.8590489709154366,-0.5118253832496689
CME,2019-06-28,Financial Exchanges & Data,EG|HSY|FDS|PSA|ICE,MSCI|CBOE|MCO|SPGI|FDS,0.6765556392414075,0.7669761310729403,-0.09042049183153278
CMS,2019-06-28,Multi-Utilities,XEL|AEP|LNT|DTE|AEE,NI|D|CNP|NEE|PNW,0.8996980158164798,0.9041666422291518,-0.004468626412671983
CNP,2019-06-28,Multi-Utilities,FRT|PNW|UDR|DUK|REG,DTE|NEE|PCG|NI|CMS,0.6607470020967788,0.4643743571323326,0.19637264496444623
COP,2019-06-28,Oil & Gas Exploration & Production,IP|ROK|HPE|FDX|STT,TPL|DVN|CTRA|OXY|FANG,0.23556198800797665,0.8077611164038205,-0.5721991283958439
CPAY,2019-06-28,Transaction & Payment Processing Services,PRU|LIN|HLT|JCI|POOL,FIS|GPN|MA|FISV|V,0.29102177569106125,0.5268639573587829,-0.23584218166772164
CPB,2019-06-28,Packaged Foods & Meats,LYB|GM|ADI|MGM|APTV,MKC|KHC|MDLZ|GIS|HSY,-0.1423843060792959,0.5751362140533532,-0.7175205201326491
CRL,2019-06-28,Life Sciences Tools & Services,GLW|RVTY|ISRG|DLTR|EW,DHR|TMO|MTD|WAT|A,0.3902522454882515,0.4052289024142366,-0.014976656925985099
CRM,2019-06-28,Application Software,TRGP|GDDY|LEN|BMY|ADSK,WDAY|SNPS|ADSK|ADBE|CDNS,0.5951518825462478,0.6764857626620816,-0.08133388011583376
CTRA,2019-06-28,Oil & Gas Exploration & Production,KR|GDDY|NCLH|MO|EPAM,EQT|EOG|OXY|FANG|TPL,-0.30322602737812315,0.2878529667807016,-0.5910789941588248
D,2019-06-28,Multi-Utilities,ATO|LNT|AEE|CMS|DTE,XEL|CMS|CNP|DTE|AEE,0.6352832348080165,0.6344656506686799,0.0008175841393366357
DD,2019-06-28,Specialty Chemicals,CPB|WSM|APTV|JBL|LYB,PPG|LYB|SHW|ALB|IFF,0.846037625414621,0.6273514652736634,0.21868616014095765
DELL,2019-06-28,"Technology Hardware, Storage & Peripherals",EQT|CNC|CCL|ALGN|AXON,NTAP|STX|WDC|SMCI|AAPL,0.4287855313532778,0.20741093437137462,0.22137459698190318
DHR,2019-06-28,Life Sciences Tools & Services,ROP|COST|ABT|IT|BRK-B,CRL|A|MTD|IQV|TMO,0.22206497306196568,0.7975081070637207,-0.575443134001755
DOV,2019-06-28,Industrial Machinery & Supplies & Components,ABT|BAX|SYK|ETN|CBRE,XYL|SWK|PH|ITW|HUBB,0.2096913250514287,0.6664773604926564,-0.45678603544122764
DTE,2019-06-28,Multi-Utilities,AEE|CMS|WEC|CCI|LNT,CNP|ED|SRE|XEL|PNW,0.8185971872345879,0.903055286833981,-0.0844580995993931
DUK,2019-06-28,Electric Utilities,AEE|DTE|CCI|PNW|ESS,SO|EVRG|WEC|AEP|LNT,0.7597888970815695,0.8913892888070081,-0.13160039172543858
DVN,2019-06-28,Oil & Gas Exploration & Production,APA|SWKS|TPR|EOG|STX,CTRA|TPL|EOG|OXY|EQT,0.7493984245047751,0.8317826824454326,-0.08238425794065751
DXCM,2019-06-28,Health Care Equipment,WDC|URI|NVDA|WYNN|WSM,MDT|IDXX|SYK|RVTY|BDX,0.1077019607369417,0.28159751032127983,-0.17389554958433812
ECL,2019-06-28,Specialty Chemicals,VTR|ETR|NDAQ|ACGL|ATO,PPG|ALB|LYB|SHW|DD,0.44477095373554315,0.32366723891262966,0.12110371482291349
ED,2019-06-28,Multi-Utilities,CPT|CMS|LNT|AEP|SO,CNP|D|PCG|DTE|XEL,0.8512592789778137,0.4763199481753743,0.3749393308024394
EIX,2019-06-28,Electric Utilities,SWK|CF|MGM|BBY|WBD,SO|EVRG|VST|PPL|LNT,0.1719195238079086,0.26465581223583606,-0.09273628842792747
EOG,2019-06-28,Oil & Gas Exploration & Production,TPR|CAH|SWKS|STX|ODFL,EQT|TPL|FANG|DVN|CTRA,0.31551100835378487,0.8292897153152321,-0.5137787069614472
EQT,2019-06-28,Oil & Gas Exploration & Production,ALGN|TPL|DELL|CRM|CAG,APA|CTRA|TPL|EOG|FANG,0.5350173584065134,0.7811047314178032,-0.2460873730112898
ES,2019-06-28,Electric Utilities,AEP|XEL|NEE|CMS|WEC,FE|EVRG|EXC|DUK|SO,0.880370669067598,0.8924958473144889,-0.012125178246890966
ETR,2019-06-28,Electric Utilities,YUM|WM|XEL|LNT|ACGL,VST|EXC|LNT|SO|PEG,0.5693079838681386,0.7023305429171591,-0.1330225590490205
EVRG,2019-06-28,Electric Utilities,LNT|CMS|ATO|XEL|ED,EXC|DUK|AEP|LNT|PPL,0.8391499583996628,0.7826694424845104,0.05648051591515235
EW,2019-06-28,Health Care Equipment,CMG|ISRG|VRTX|ULTA|HPE,ISRG|DXCM|PODD|ZBH|BAX,0.39357571678833153,0.43598389113484826,-0.042408174346516725
EXC,2019-06-28,Electric Utilities,PNW|FRT|UDR|AVB|CCI,SO|ES|PEG|WEC|ETR,0.33741338619435923,0.5914070066808297,-0.25399362048647045
EXPE,2019-06-28,"Hotels, Resorts & Cruise Lines",TDY|IEX|MAR|COO|ZTS,NCLH|HLT|MAR|CCL|BKNG,0.35787890864945554,0.6011813867873833,-0.24330247813792777
FANG,2019-06-28,Oil & Gas Exploration & Production,SW|NXPI|MCHP|STX|HPQ,DVN|TPL|OXY|COP|EQT,0.3047236555103926,0.8742091984703282,-0.5694855429599356
FDS,2019-06-28,Financial Exchanges & Data,EQIX|FIS|TSN|TT|AWK,CME|CBOE|MCO|MSCI|NDAQ,0.5051412393524777,0.6839955756483261,-0.17885433629584846
FE,2019-06-28,Electric Utilities,CCI|AEE|CPT|AVB|CMS,EXC|PEG|AEP|ETR|ES,0.5957713829612837,0.7934115227391682,-0.19764013977788442
FICO,2019-06-28,Application Software,GPN|CDW|MSCI|VRSN|NSC,TRMB|ADBE|INTU|CDNS|PTC,0.2670170511965098,0.37427136366673336,-0.10725431247022355
FIS,2019-06-28,Transaction & Payment Processing Services,CL|PSA|EQIX|MAA|TFC,FISV|CPAY|MA|PYPL|XYZ,0.16029499717869278,0.4409078743121864,-0.28061287713349364
FISV,2019-06-28,Transaction & Payment Processing Services,PCAR|KMI|ADP|ROST|DRI,JKHY|V|GPN|XYZ|CPAY,0.26696897748188275,0.6036072572159746,-0.3366382797340919
FSLR,2019-06-28,Semiconductors,TER|APO|STZ|CSGP|AMAT,NXPI|MCHP|AMD|SWKS|MPWR,-0.0588733619535563,0.16448804260794286,-0.22336140456149917
FTV,2019-06-28,Industrial Machinery & Supplies & Components,WMB|OKE|EXPD|IBM|GIS,SNA|ITW|HUBB|PH|GWW,0.5214587318905045,0.7646308868388735,-0.24317215494836897
GD,2019-06-28,Aerospace & Defense,BLK|MAR|NDSN|ETN|HD,AXON|NOC|HWM|BA|TXT,0.6285374245186206,0.5519216132010214,0.0766158113175992
GE,2019-06-28,Aerospace & Defense,EA|LULU|STX|ON|KHC,HWM|LMT|LHX|BA|RTX,0.4549819024580247,0.3149871843888195,0.13999471806920522
GILD,2019-06-28,Biotechnology,ITW|ROST|BEN|HII|GS,ABBV|AMGN|REGN|BIIB|INCY,0.09907627658457817,0.5221016505136273,-0.42302537392904915
GIS,2019-06-28,Packaged Foods & Meats,PWR|PPG|WMB|EXPD|OKE,CPB|CAG|MKC|TSN|SJM,-0.07044176691430604,0.4980457333724607,-0.5684875002867668
GPN,2019-06-28,Transaction & Payment Processing Services,EQIX|CTAS|FICO|TSN|MET,JKHY|XYZ|FISV|PYPL|MA,0.07614050975059067,0.5347714596028732,-0.45863094985228253
GWW,2019-06-28,Industrial Machinery & Supplies & Components,PANW|TAP|NTAP|STT|ULTA,PNR|HUBB|SNA|DOV|SWK,0.29804629551684453,0.4754784841569616,-0.17743218864011706
HIG,2019-06-28,Property & Casualty Insurance,L|INVH|USB|AXP|ICE,PGR|CB|CINF|TRV|ALL,0.5529749804929979,0.8553352627268999,-0.302360282233902
HII,2019-06-28,Aerospace & Defense,EBAY|ITW|GILD|BSX|ROST,GD|LHX|GE|BA|AXON,0.32824647108606764,0.47244876660721524,-0.1442022955211476
HLT,2019-06-28,"Hotels, Resorts & Cruise Lines",HSIC|CPAY|EME|LIN|MCK,BKNG|EXPE|MAR|CCL|NCLH,0.5374471160094165,0.5807020536496954,-0.04325493764027888
HPE,2019-06-28,"Technology Hardware, Storage & Peripherals",PKG|IP|LUV|FIX|COP,WDC|NTAP|AAPL|HPQ|STX,0.14456749237414926,0.3034090211350183,-0.15884152876086902
HPQ,2019-06-28,"Technology Hardware, Storage & Peripherals",EBAY|SWK|ODFL|HII|TRMB,STX|HPE|NTAP|AAPL|SMCI,0.6667996318405812,0.5596130034359175,0.10718662840466375
HRL,2019-06-28,Packaged Foods & Meats,O|IRM|CLX|CNP|ZBH,MDLZ|CAG|TSN|SJM|KHC,0.5140995535891258,0.5260512735769614,-0.011951719987835507
HSY,2019-06-28,Packaged Foods & Meats,CINF|AWK|TT|FDS|TRV,CAG|GIS|KHC|SJM|MDLZ,0.15046218089587232,0.44993150706045376,-0.29946932616458144
HUBB,2019-06-28,Industrial Machinery & Supplies & Components,UAL|NDSN|J|MAR|EL,GWW|XYL|SWK|PH|DOV,0.523583541355477,0.7187454449286307,-0.19516190357315366
HWM,2019-06-28,Aerospace & Defense,APO|VMC|DECK|TER|IDXX,BA|RTX|NOC|LHX|GD,0.47622716070126514,0.30603511042764026,0.17019205027362488
ICE,2019-06-28,Financial Exchanges & Data,PSA|HIG|USB|L|INVH,MCO|FDS|CME|MSCI|CBOE,0.34521223257245626,0.6322728873191075,-0.2870606547466512
IDXX,2019-06-28,Health Care Equipment,HLT|RMD|CSGP|APO|MSI,SYK|BDX|EW|RMD|BAX,0.3217668937255344,0.3840994600094334,-0.062332566283898994
IEX,2019-06-28,Industrial Machinery & Supplies & Components,MTD|TDY|PLD|COST|MAR,SWK|GWW|XYL|FTV|ITW,0.2024598929722696,0.5047558355465638,-0.30229594257429415
IFF,2019-06-28,Specialty Chemicals,NDAQ|CMI|SHW|BF-B|AME,DD|ALB|LYB|SHW|ECL,0.6450753882440508,0.7442231353320464,-0.09914774708799567
INCY,2019-06-28,Biotechnology,VRTX|PTC|BBY|STX|CMG,ABBV|GILD|AMGN|BIIB|REGN,0.13064210781116575,0.3434421815026802,-0.21280007369151444
INTC,2019-06-28,Semiconductors,ISRG|JBHT|LOW|VRTX|GWW,SWKS|MCHP|ON|NVDA|MU,0.40288157143712877,0.6308128756073628,-0.227931304170234
INTU,2019-06-28,Application Software,FAST|FIX|TECH|HPE|VRTX,SNPS|ORCL|TRMB|ADBE|CDNS,0.042629056200399876,0.6236662579224163,-0.5810372017220163
IQV,2019-06-28,Life Sciences Tools & Services,COO|ADI|NEM|NWSA|TDY,DHR|TECH|WAT|TMO|A,0.6026281119509126,0.30974750192912553,0.29288061002178706
IR,2019-06-28,Industrial Machinery & Supplies & Components,PODD|CPRT|F|SATS|DPZ,FTV|GWW|ITW|SNA|DOV,-0.08609373928727658,0.5984948905340673,-0.6845886298213439
